p_id,session,age,group,corsi_acc_t,corsi_max_wm_t,totalsessions,trainingslope,Fssrtnr_t,ay_bx_error_t,PBI_error_t,cf_switch_acc_t,psedooneFArate_t,psedotwoFArate_t,stroop_error_t,flankerswitch_error_t,flank_inh_error_t
83,1,7.0749998,1,.2857143,4,18,-15.668471,,-.027272731,-.047619052,-1.4354019,.10714286,.035714287,.27777779,.25,.15497077
83,2,7.0749998,1,.5,6,18,-15.668471,262.82352,.16666667,.59997439,30.769234,,,,,
84,0,10.647223,2,.42857143,5,3,-61.063976,256,.16666667,.59997439,22.009567,.14285715,.10714286,-.05555556,.4285714,-.10000001
84,1,10.647223,2,,,3,-61.063976,,,,,,,,,
84,2,10.647223,2,.46153846,5,3,-61.063976,262.94116,0,0,11.31221,,,,,
85,0,9.8555555,2,.42857143,5,14,-21.826239,318,.083333336,.33329782,12.918655,.10714286,.14285715,.02777778,.46428573,.19999999
85,1,9.8555555,2,.42857143,6,14,-21.826239,254,.33333331,.66666663,-5.2631607,.21428572,.17857143,.11111112,.23809525,-.052631587
85,2,9.8555555,2,,,14,-21.826239,260.47058,-.41666666,-.71428573,,,,,,
86,0,9.5527782,1,.42857143,6,6,-21.532093,270,0,0,-5.2631607,.10714286,.21428572,0,.48809525,.094736844
86,1,9.5527782,1,.5,5,6,-21.532093,165.76923,-.083333336,-.33329782,-10.526314,.035714287,.14285715,0,.27380955,0
86,2,9.5527782,1,,,6,-21.532093,,,,,,,,,
87,0,,1,.5,7,6,68.760399,351,-.24999999,-.4285714,-11.961723,.035714287,.10714286,0,.26190472,.0078947246
87,1,,1,,,6,68.760399,,,,,,,,,
87,2,,1,,,6,68.760399,,,,,,,,,
88,0,9.4527779,2,.42857143,6,18,-2.448163,223,0,0,-5.2631607,.071428575,.035714287,-.055555556,0,0
88,1,9.4527779,2,.5,5,18,-2.448163,241,-.16666666,-.5,3.8277512,0,.071428575,0,.09523809,.055263158
88,2,9.4527779,2,.5714286,7,18,-2.448163,262,0,0,-5.8823547,,,,,
89,0,9.6700001,2,.5,6,,,332,0,0,3.8277512,0,.035714287,0,.39285713,0
89,1,9.6700001,2,,,,,,,,,,,,,0
89,2,9.6700001,2,,,,,222,,,,,,,,
90,0,9.4722223,2,.42857143,5,25,-9.7528687,212,.16666667,.59997439,0,.035714287,0,.11111111,-.023809552,.1
90,1,9.4722223,2,.5,7,25,-9.7528687,255,.25,.71426612,12.918655,.14285715,.071428575,0,.083333313,0
90,2,9.4722223,2,.42857143,7,25,-9.7528687,132.21053,-.25,-.71426612,7.6923065,,,,,
91,0,9.6361113,2,.35714287,5,19,-3.8850141,283,0,0,0,0,.071428575,.055555556,.071428597,.11111111
91,1,9.6361113,2,.42857143,6,19,-3.8850141,218.69231,.083333313,.11111108,9.0909119,.035714287,0,.027777778,.15476191,0
91,2,9.6361113,2,.53846157,6,19,-3.8850141,183,-.083333336,-.33333334,5.429863,,,,,
92,0,11.086111,2,.42857143,5,12,-21.26124,123.84615,.25,.71426612,-5.2631607,.10714286,.035714287,-.027777778,.27380952,-.15000001
92,1,11.086111,2,.42857143,6,12,-21.26124,285,-.16666667,-.59997439,7.6555023,0,0,.083333343,.011904716,.050000001
92,2,11.086111,2,.42857143,5,12,-21.26124,218.44444,.16666667,.33333334,-9.9547501,,,,,
93,0,10.35,1,.42857143,5,17,-5.2702484,282,.16666667,.59997439,-1.4354019,0,0,0,.26190472,0
93,1,10.35,1,.5,7,17,-5.2702484,285,.16666667,.59997439,3.8277512,0,0,.027777778,.29761904,0
93,2,10.35,1,.5714286,7,17,-5.2702484,184.88235,0,0,-11.764709,,,,,
94,0,8.5638885,1,.42857143,5,15,-13.946149,255,.083333336,.33329782,-5.2631607,0,0,.027777778,.16666669,-.088888891
94,1,8.5638885,1,.42857143,5,15,-13.946149,189,0,0,-1.4354019,0,.10714286,.027777778,.27380955,.15000001
94,2,8.5638885,1,.5,7,15,-13.946149,100.23529,-.083333336,-.33333334,0,,,,,
95,0,7.6305556,1,.42857143,4,25,-.62895793,273.07693,-.75,-.81818181,-15.789474,.21428572,.78571427,-.083333336,-.09523809,.081699312
95,1,7.6305556,1,.35714287,4,25,-.62895793,295.53845,.13333334,.25,3.8277512,.5,.39285713,0,.26190475,-.19999999
95,2,7.6305556,1,.42857143,6,25,-.62895793,260.5,0,0,-21.71946,,,,,
96,0,8.0972223,1,.42857143,5,7,-56.759407,210,-.16666667,-.59997439,-4.306221,0,0,0,.083333313,-.2
96,1,8.0972223,1,.42857143,5,7,-56.759407,234,-.16666666,-.24999999,9.0909119,.035714287,.035714287,.02777778,.52380955,0
96,2,8.0972223,1,.5714286,7,7,-56.759407,197.25,-.083333336,-.33333334,15.384613,,,,,
97,0,7.9166665,2,.42857143,4,27,-7.286562,252,-.083333336,-.33329782,-5.2631607,.071428575,.071428575,.027777778,.35714287,.027777791
97,1,7.9166665,2,.5,6,27,-7.286562,308,.21212122,.24137931,0,0,.21428572,.027777776,-.035714269,.060526311
97,2,7.9166665,2,.42857143,5,27,-7.286562,253.55556,.41666666,.71428573,1.8099518,,,,,
98,0,10.455556,2,.35714287,6,29,-3.8343129,231,0,0,3.8277512,.14285715,.071428575,.19444445,.25,.2
98,1,10.455556,2,.5,6,29,-3.8343129,254,,,,,,,,-.094736844
98,2,10.455556,2,.46153846,5,29,-3.8343129,237.66667,0,0,-11.764709,,,,,
99,0,9.5861111,2,.5,6,21,-10.457237,296,.25,.71426612,3.8277512,.071428575,.071428575,-.027777784,.047619045,.050000001
99,1,9.5861111,2,.5,6,21,-10.457237,216,.33333334,.777762,-5.2631607,.071428575,.10714286,-.055555556,.023809552,.19999999
99,2,9.5861111,2,.5,6,21,-10.457237,196.11765,-.083333336,-.33329782,0,,,,,
100,0,6.5138888,2,.35714287,4,22,-6.5775156,259.38461,-.30000001,-.33333334,12.918655,.071428575,.071428575,.055555552,-.035714269,.24853802
100,1,6.5138888,2,.2857143,4,22,-6.5775156,,-.30303031,-.29411766,-4.306221,.14285715,.14285715,-.083333313,,
100,2,6.5138888,2,.2857143,5,22,-6.5775156,151.77777,.24999999,.4285714,,,,,,
101,0,7.3472223,2,.42857143,7,23,-6.8239555,358.30768,0,0,3.8277512,0,0,-.027777776,.10714287,-.050000001
101,1,7.3472223,2,.5,6,23,-6.8239555,252.61539,-.083333336,-.33329782,16.746414,.071428575,.071428575,.055555556,.29761904,0
101,2,7.3472223,2,.5,7,23,-6.8239555,292,-.083333336,-.33329782,0,,,,,
102,0,6.9638891,2,.35714287,4,22,-11.4755,215,0,0,-5.2631607,.035714287,.035714287,.125,,
102,1,6.9638891,2,.35714287,5,22,-11.4755,353,-.083333336,-.33329782,,,,,,0
102,2,6.9638891,2,.42857143,6,22,-11.4755,192.21053,.083333336,.33329782,-5.8823547,,,,,
103,0,10.811111,1,.5,7,14,-16.834162,279.84616,0,0,0,0,.035714287,0,0,0
103,1,10.811111,1,.42857143,7,14,-16.834162,274.76923,.16666667,.59997439,0,0,0,.083333336,.34523809,0
103,2,10.811111,1,.5,7,14,-16.834162,246.11765,.083333336,.33329782,5.429863,,,,,
104,0,9.3194447,2,.42857143,5,23,-8.5033274,269,-.083333328,-.19999999,0,0,.21428572,.083333343,.13095242,.10000001
104,1,9.3194447,2,.35714287,5,23,-8.5033274,302,.58333331,.86665672,-17.224876,.035714287,.32142857,-.11111112,.10714287,.1
104,2,9.3194447,2,,,23,-8.5033274,,,,,,,,,
105,0,8.8305559,1,.42857143,5,19,-7.1907911,238,0,0,-6.6985626,.035714287,.035714287,.05555556,-.011904716,.050000001
105,1,8.8305559,1,.42857143,6,19,-7.1907911,276,,,,,,,,-.0026315786
105,2,8.8305559,1,.53846157,6,19,-7.1907911,182.3158,.083333336,.33329782,-11.764709,,,,,
106,0,8.9611111,1,.5,7,20,-5.2706585,324,0,0,-5.2631607,0,.32142857,-.055555556,.059523821,.2
106,1,8.9611111,1,.5,7,20,-5.2706585,221,.083333336,.33333334,3.8277512,.035714287,.10714286,.02777778,.26190472,.050000001
106,2,8.9611111,1,.5714286,7,20,-5.2706585,,.083333336,.33329782,15.384613,,,,,
107,0,10.205556,1,.5714286,7,10,-12.048213,275,.24999999,.4285714,-10.526314,.071428575,.10714286,.083333336,.23809525,.34999999
107,1,10.205556,1,,,10,-12.048213,,,,,,,,,
107,2,10.205556,1,.5714286,7,10,-12.048213,264.22223,-.16666667,-.59997439,-4.072403,,,,,
108,0,8.7027779,1,.42857143,5,12,-4.78824,201.84616,-.083333336,-.33329782,0,0,.071428575,.11111111,-.22619045,-.050000001
108,1,8.7027779,1,.5,5,12,-4.78824,290,0,0,-5.2631607,.035714287,.071428575,.027777778,.035714269,.10526315
108,2,8.7027779,1,.5714286,6,12,-4.78824,214.22223,-.083333336,-.33329782,0,,,,,
109,0,9.2444448,1,.35714287,5,26,-4.9298325,244.07692,.083333336,.33329782,9.0909119,0,.035714287,-.027777778,.14285713,0
109,1,9.2444448,1,.5,6,26,-4.9298325,256,.083333336,.33333334,0,.035714287,0,0,.13095242,.050000001
109,2,9.2444448,1,.5714286,7,26,-4.9298325,267.26315,.083333336,.33329782,-5.8823547,,,,,
110,0,8.1861115,2,.5,5,17,-5.4801812,171,.25,.71426612,2.3923416,.035714287,0,.027777778,.30952382,-.050000001
110,1,8.1861115,2,.5,6,17,-5.4801812,294,.16666667,.59997439,9.0909119,.071428575,.071428575,.083333336,.41666669,.1
110,2,8.1861115,2,.5714286,6,17,-5.4801812,296.75,0,0,0,,,,,
111,0,8.0666666,1,.42857143,5,6,7.2591219,229,.083333336,.33329782,-11.961723,.035714287,0,.05555556,.21428573,.15000001
111,1,8.0666666,1,,,6,7.2591219,,,,,,,,,
111,2,8.0666666,1,.38461539,6,6,7.2591219,300.5,.083333336,.33329782,1.8099518,,,,,
112,0,6.2833333,1,.42857143,5,30,.36189389,181,0,0,3.8277512,0,.035714287,.11111112,.20238096,.15000001
112,1,6.2833333,1,,,30,.36189389,,.083333328,.19999999,,,,,,
112,2,6.2833333,1,.5,6,30,.36189389,229.66667,-.083333336,-.33333334,,,,,,
113,0,10.802778,2,.5,6,13,-7.3147912,127,0,0,-5.2631607,0,.071428575,0,.33333331,.20000002
113,1,10.802778,2,.5,6,13,-7.3147912,214,-.083333336,-.33329782,18.181816,.035714287,.035714287,0,.023809552,.047368422
113,2,10.802778,2,.5714286,7,13,-7.3147912,280.64706,.083333336,.33329782,7.6923065,,,,,
114,0,9.0916662,1,.35714287,5,19,-2.3365841,221,.58333331,.86665672,-5.2631607,0,0,.083333336,.5714286,.055263158
114,1,9.0916662,1,.42857143,5,19,-2.3365841,312.07693,.16666667,.59997439,-5.2631607,0,.035714287,.083333336,.14285713,-.050000001
114,2,9.0916662,1,.5,6,19,-2.3365841,257,-.16666667,-.59997439,-5.8823547,,,,,
115,0,8.3638887,2,.5,6,15,-17.971893,302,-.083333336,-.33329782,0,0,.14285715,.027777778,.023809552,.19999999
115,1,8.3638887,2,,,15,-17.971893,,,,,,,,,
115,2,8.3638887,2,,,15,-17.971893,,,,,,,,,
116,0,7.1500001,1,.42857143,4,5,9.1586761,282,.58333331,.86665672,0,0,0,-.046218485,,.23214287
116,1,7.1500001,1,,,5,9.1586761,,,,,,,,,
116,2,7.1500001,1,,,5,9.1586761,,,,,,,,,
117,0,7.4861112,2,.2857143,4,5,-45.945362,237.76923,.91666669,.84615386,,.35714287,.4642857,-.1388889,.10714287,-.22807018
117,1,7.4861112,2,,,5,-45.945362,,,,,,,,,
117,2,7.4861112,2,,,5,-45.945362,,,,,,,,,
118,0,6.8333335,2,,,8,-86.706848,249,.16666666,.19999999,,.42857143,.10714286,.027777776,-.14285713,.016666666
118,1,6.8333335,2,.2857143,4,8,-86.706848,236,-.16666667,-.59997439,12.918655,0,.10714286,.02777778,.35714287,0
118,2,6.8333335,2,.5714286,7,8,-86.706848,,-.25,-.71426612,,,,,,
119,0,9.1555557,2,.42857143,5,18,-11.29817,238.38461,.083333336,.33333334,-5.2631607,.10714286,.5,-.1111111,.21428573,-.014619887
119,1,9.1555557,2,.5,5,18,-11.29817,123,0,0,12.918655,.60714287,.5,.083333343,.10714287,.052287582
119,2,9.1555557,2,.46153846,5,18,-11.29817,128,0,0,0,,,,,
120,0,8.458333,1,.42857143,5,22,-1.4875633,269,.083333328,.19999999,16.746414,.035714287,.10714286,.25,.22619048,.21578947
120,1,8.458333,1,.5,5,22,-1.4875633,181.07692,-.083333336,-.33333334,3.8277512,.035714287,.10714286,.083333336,-.11904758,.15000001
120,2,8.458333,1,.5,6,22,-1.4875633,287,0,0,-11.764709,,,,,
121,0,7.602778,2,.5,5,16,3.4555383,353,-.083333336,-.33329782,12.918655,.14285715,.071428575,0,.011904716,0
121,1,7.602778,2,,,16,3.4555383,,.083333328,.19999999,9.0909119,.035714287,0,-.05555556,.13095242,.050000001
121,2,7.602778,2,.5714286,7,16,3.4555383,147.26315,.083333336,.33333334,9.5022583,,,,,
122,0,7.102778,1,.42857143,5,15,-11.395191,,-.16666667,-.59997439,0,.071428575,.035714287,.11111111,-.035714269,.28947368
122,1,7.102778,1,.42857143,6,15,-11.395191,258,-.083333328,-.19999999,0,.10714286,.071428575,-.055555552,.23809528,.050000001
122,2,7.102778,1,.42857143,5,15,-11.395191,147.77777,.25,.71426612,7.6923065,,,,,
123,0,9.0777779,1,.5,5,20,-1.2134544,264,.083333336,.33329782,0,0,0,.027777778,.5476191,0
123,1,9.0777779,1,.5,7,20,-1.2134544,168,0,0,0,0,.035714287,0,.33333331,0
123,2,9.0777779,1,.53846157,6,20,-1.2134544,222.47058,0,0,0,,,,,
124,0,9.1722221,2,.42857143,6,8,-36.534496,136,.25,.60000002,-10.526314,0,.035714287,.027777776,.35714287,.10000001
124,1,9.1722221,2,,,8,-36.534496,,,,,,,,,
124,2,9.1722221,2,,,8,-36.534496,,,,,,,,,
125,0,7.6333332,2,.5,5,33,-.18678038,300,0,0,-5.2631607,0,.071428575,.027777778,.47619048,-.10789473
125,1,7.6333332,2,.5,6,33,-.18678038,219.57895,0,0,0,,,,,
125,2,7.6333332,2,.5714286,7,33,-.18678038,278.75,0,0,7.6923065,,,,,
126,0,10.458333,2,.42857143,5,34,.78027326,194.84616,-.083333336,-.33329782,-10.526314,0,0,0,.34523809,0
126,1,10.458333,2,.42857143,5,34,.78027326,164.76471,-.41666666,-.81816858,-5.8823547,,,,,
126,2,10.458333,2,.5,6,34,.78027326,280.88889,-.25,-.71426612,9.5022583,,,,,
127,0,7.4694443,2,.42857143,6,14,-11.98022,160,.16666667,.33333334,.9569397,.17857143,.035714287,.19444445,-.1785714,-.10000001
127,1,7.4694443,2,,,14,-11.98022,,,,,,,,,
127,2,7.4694443,2,.5,6,14,-11.98022,339,.083333336,.33329782,-14.027153,,,,,
128,0,7.0111113,2,.42857143,6,1,,312,.083333313,.11111108,-22.488037,.10714286,.17857143,.22222222,-.023809522,.017543882
128,1,7.0111113,2,.21428572,4,1,,296,-.083333336,-.33329782,-10.526314,0,0,.027777778,.22619045,-.050000001
128,2,7.0111113,2,.42857143,6,1,,357.17648,-.083333336,-.33329782,-4.072403,,,,,
129,0,6.0250001,1,.42857143,5,27,-19.755108,248,.18181819,.33333334,-11.961723,.21428572,.035714287,-.19444443,.059523821,-.071428567
129,1,6.0250001,1,,,27,-19.755108,,,,,,,,,
129,2,6.0250001,1,,,27,-19.755108,205.29411,-.35714287,-.45454547,,,,,,
130,0,9.0861111,1,.42857143,4,24,-5.3556123,,0,0,12.918655,.035714287,.071428575,.027777778,.1785714,.050000001
130,1,9.0861111,1,.42857143,5,24,-5.3556123,114,-.16666667,-.59997439,-1.4354019,.035714287,0,.027462117,.13095242,.050000001
130,2,9.0861111,1,.5,6,24,-5.3556123,217.11111,-.25,-.71426612,1.8099518,,,,,
131,0,10.330556,1,.42857143,7,11,4.9356937,308.76923,.16666667,.59997439,7.6555023,.071428575,0,.055555556,.23809528,.10000001
131,1,10.330556,1,,,11,4.9356937,208,,,,,,,,
131,2,10.330556,1,,,11,4.9356937,,,,,,,,,
132,0,9.2138891,2,.5,7,31,-3.0854163,177,.16666667,.59997439,3.8277512,.071428575,.035714287,.083333336,.09523809,.050000001
132,1,9.2138891,2,.5,6,31,-3.0854163,266,.16666667,.59997439,0,.071428575,.10714286,-.02777778,.29761907,.055263158
132,2,9.2138891,2,.5,7,31,-3.0854163,249.05882,.083333336,.33333334,1.8099518,,,,,
134,0,9.5305557,1,.42857143,5,13,6.5522504,234.53847,-.25,-.71426612,12.918655,.035714287,.071428575,-.027777778,.46428573,0
134,1,9.5305557,1,.5714286,,13,6.5522504,211.05882,-.33333334,-.777762,-4.072403,,,,,
134,2,9.5305557,1,.5,7,13,6.5522504,153.05263,0,0,1.8099518,,,,,
135,0,6.313889,1,.42857143,4,12,-11.428893,272,-.083333336,-.33329782,0,.035714287,0,,,.27124184
135,1,6.313889,1,.5,6,12,-11.428893,151,0,0,19.004524,,,,,
135,2,6.313889,1,.42857143,7,12,-11.428893,335.44446,.16666666,.5,23.07692,,,,,
136,0,8.4944448,1,.5,6,5,16.471804,350,0,0,0,0,.035714287,.055555556,0,0
136,1,8.4944448,1,,,5,16.471804,,,,,,,,,
136,2,8.4944448,1,,,5,16.471804,,,,,,,,,
137,0,6.1750002,2,.42857143,5,19,-3.2619846,245.69231,.16666666,.5,-5.2631607,0,0,.055555552,.071428597,.099999994
137,1,6.1750002,2,,,19,-3.2619846,280.55554,-.16666666,-.5,-4.072403,,,,,
137,2,6.1750002,2,.42857143,6,19,-3.2619846,266,.24999999,.4285714,-6.3348465,,,,,
138,0,8.6416664,2,.42857143,4,16,-12.076205,199,.33333331,.66666663,3.8277512,0,.071428575,-.02777778,-.16666669,.19736841
138,1,8.6416664,2,.42857143,5,16,-12.076205,300.21054,-.083333336,-.33329782,,,,,,
138,2,8.6416664,2,.35714287,,16,-12.076205,205.22223,-.16666667,-.59997439,9.5022583,,,,,
139,0,8.5638885,1,.5,6,26,-2.0657899,268,.083333328,.19999999,3.8277512,.071428575,.53571427,.19444443,.09523809,.06666667
139,1,8.5638885,1,,,26,-2.0657899,,,,,,,,,
139,2,8.5638885,1,,,26,-2.0657899,,,,,,,,,
140,0,10.391666,2,.30000001,,6,-106.23068,335,.25,.33333334,-11.961723,,,,,
140,1,10.391666,2,,,6,-106.23068,,,,,,,,,
140,2,10.391666,2,,,6,-106.23068,,,,,,,,,
141,0,10.363889,1,.35714287,5,25,-3.940068,260,.33333334,.777762,16.746414,.071428575,.10714286,.1388889,.035714269,-.023684233
141,1,10.363889,1,.5,6,25,-3.940068,241.77777,-.083333336,-.33333334,-23.529411,,,,,
141,2,10.363889,1,.5714286,7,25,-3.940068,165.94118,-.083333336,-.33333334,1.8099518,,,,,
142,0,9.8833332,2,.5714286,,22,-6.6047292,177.46153,0,0,9.0909119,.035714287,.21428572,.083333336,.011904716,-.10000001
142,1,9.8833332,2,.5,7,22,-6.6047292,281.29413,-.33333334,-.777762,0,,,,,
142,2,9.8833332,2,.5714286,8,22,-6.6047292,334.77777,0,0,0,,,,,
143,0,7.9166665,2,.5,5,7,-21.839203,223.15384,.25,.60000002,0,.035714287,0,.027777776,-.083333313,-.099999994
143,1,7.9166665,2,,,7,-21.839203,,,,,,,,,
143,2,7.9166665,2,,,7,-21.839203,,,,,,,,,
144,0,8.9555559,2,.5,7,4,-70.687935,213,-.083333336,-.33329782,2.3923416,.035714287,0,.11111111,-.023809552,.050000001
144,1,8.9555559,2,,,4,-70.687935,,-.22727275,-.18518519,-5.8823547,,,,,
144,2,8.9555559,2,,,4,-70.687935,,,,,,,,,
145,0,9.9388885,1,.5,5,17,-10.595738,296,0,0,-5.2631607,0,.035714287,0,-.13095242,0
145,1,9.9388885,1,,,17,-10.595738,,,,,,,,,
145,2,9.9388885,1,,,17,-10.595738,,,,,,,,,
146,0,9.0777779,1,.42857143,5,6,-17.010586,235,.83333337,.83333331,3.8277512,0,0,.083333336,.29761907,.11052632
146,1,9.0777779,1,,,6,-17.010586,,,,,,,,,
146,2,9.0777779,1,,,6,-17.010586,,,,,,,,,
147,0,8.3999996,1,.42857143,4,14,-6.1386204,292,-.24999999,-.4285714,9.0909119,.21428572,.35714287,.055555552,.035714269,0
147,1,8.3999996,1,.42857143,5,14,-6.1386204,274.41177,.24999999,.4285714,7.6923065,,,,,
147,2,8.3999996,1,.42857143,5,14,-6.1386204,261.33334,.083333336,.33333334,,,,,,
148,0,10.986111,2,.5,6,13,-6.6269493,246.07692,-.16666667,-.59997439,-5.2631607,0,.071428575,.083333336,.29761904,.050000001
148,1,10.986111,2,.64285713,,13,-6.6269493,,.083333336,.33329782,1.8099518,,,,,
148,2,10.986111,2,.5714286,7,13,-6.6269493,155.23529,-.25,-.71426612,0,,,,,
149,0,8.3999996,1,.5,6,17,-.29815558,220,.083333336,.33333334,0,0,.035714287,.1111111,.33333334,0
149,1,8.3999996,1,.5714286,,17,-.29815558,,0,0,7.6923065,,,,,
149,2,8.3999996,1,.5714286,8,17,-.29815558,158.76471,.083333336,.33329782,17.194565,,,,,
150,0,11.216666,1,.5,6,17,-6.5571465,246,-.16666667,-.33333334,3.8277512,0,.10714286,.083333336,.3214286,.15789473
150,1,11.216666,1,.46153846,6,17,-6.5571465,200.21053,.75,.89472884,,,,,,
150,2,11.216666,1,.5,7,17,-6.5571465,206,.070512824,.2972973,5.429863,,,,,
151,0,7.9944444,2,,,15,-16.43013,244,-.083333336,-.33329782,3.8277512,.035714287,.17857143,-.083333336,.1785714,.23888889
151,1,7.9944444,2,,,15,-16.43013,,,,,,,,,
151,2,7.9944444,2,,,15,-16.43013,,,,,,,,,
152,0,11.35,1,.5,7,17,-32.182945,119,.083333336,.33329782,-5.2631607,0,0,.02777778,.023809552,0
152,1,11.35,1,.5,7,17,-32.182945,322.88889,.083333336,.33329782,-4.072403,,,,,
152,2,11.35,1,.5,6,17,-32.182945,174.55556,.25,.71426612,0,,,,,
153,0,7.9083333,1,.5,5,9,-12.510137,243,-.16666667,-.59997439,3.8277512,.035714287,0,.027777776,.20238096,.11111112
153,1,7.9083333,1,,,9,-12.510137,,,,,,,,,
153,2,7.9083333,1,,,9,-12.510137,,,,,,,,,
154,0,8.7250004,2,.5,6,18,-4.7304764,204,-.083333336,-.33333334,18.181816,.035714287,0,.055555556,.25,.1
154,1,8.7250004,2,.5,6,18,-4.7304764,278.10526,.083333336,.33329782,15.384613,,,,,
154,2,8.7250004,2,.5,7,18,-4.7304764,170.11111,0,0,0,,,,,
155,0,9.5583334,1,.42857143,6,,,256,.083333336,.33333334,9.0909119,0,.10714286,.027777778,.3214286,.1
155,1,9.5583334,1,,,,,,,,,,,,,
155,2,9.5583334,1,,,,,,,,,,,,,
156,0,10.188889,1,.35714287,5,15,-19.359083,310.76923,-.083333343,-.14285716,7.6555023,.21428572,.10714286,-.083333336,.25,.21315791
156,1,10.188889,1,.35714287,5,15,-19.359083,247.66667,-.33333334,-.777762,1.8099518,,,,,
156,2,10.188889,1,.5714286,7,15,-19.359083,120.42105,0,0,-17.647057,,,,,
157,0,8.5944443,2,.5,5,4,-21.212368,262,.16666667,.59997439,18.181816,0,.035714287,-.02777778,.13095236,.099999994
157,1,8.5944443,2,.53846157,6,4,-21.212368,279.44446,.16666667,.33333334,,,,,,
157,2,8.5944443,2,.5,6,4,-21.212368,142.88889,.24444444,.37931034,-29.411766,,,,,
158,0,9.8833332,2,.5,6,,,222,.083333336,.33329782,9.0909119,0,0,0,.14285713,-.0026315786
158,1,9.8833332,2,,,,,,,,,,,,,
158,2,9.8833332,2,,,,,,,,,,,,,
159,0,11.097222,1,.42857143,4,2,-17.323767,215.30769,-.25,-.71426612,9.0909119,.17857143,.4642857,-.055555552,.28571427,.14583333
159,1,11.097222,1,,,2,-17.323767,,,,,,,,,
159,2,11.097222,1,,,2,-17.323767,,,,,,,,,
160,0,8.7555552,1,.5714286,6,10,-7.4546857,299,.27272728,.7349214,2.3923416,,,,.39285713,.050000012
160,1,8.7555552,1,.5,6,10,-7.4546857,173.47058,0,0,-19.909508,,,,,
160,2,8.7555552,1,.5,6,10,-7.4546857,353.88889,0,0,-2.2624435,,,,,
161,0,10.275,1,.5,6,29,-1.9190798,263.92307,.16666667,.59997439,3.8277512,0,0,0,.059523821,.050000001
161,1,10.275,1,.5,,29,-1.9190798,331.11111,.083333336,.33329782,-5.8823547,,,,,
161,2,10.275,1,.5,6,29,-1.9190798,231.11765,0,0,0,,,,,
162,0,10.497222,2,.2857143,4,10,-4.3286448,326.53845,.083333336,.33329782,3.3492813,.035714287,.25,.055555552,0,.22222221
162,1,10.497222,2,,,10,-4.3286448,,,,,,,,,
162,2,10.497222,2,,,10,-4.3286448,,,,,,,,,
163,0,9.5722218,2,.5,6,12,-5.7115464,199,0,0,3.8277512,0,.035714287,.027777778,.083333313,.050000001
163,1,9.5722218,2,,,12,-5.7115464,,,,,,,,,
163,2,9.5722218,2,,,12,-5.7115464,,,,,,,,,
164,0,10.488889,1,.42857143,5,16,-6.7828598,350,0,0,0,.035714287,0,-.027777778,,0
164,1,10.488889,1,.5,5,16,-6.7828598,176.52942,0,0,-5.8823547,,,,,
164,2,10.488889,1,.64285713,8,16,-6.7828598,257.88235,0,0,-5.8823547,,,,,
165,0,7.4833331,2,.42857143,5,27,5.7759995,349,-.41666666,-.71428573,-10.526314,.4642857,.10714286,0,.54761904,-.19999999
165,1,7.4833331,2,.63636363,5,27,5.7759995,279.17648,-.083333336,-.33329782,,,,,,
165,2,7.4833331,2,.42857143,6,27,5.7759995,257.33334,.25,.60000002,,,,,,
166,0,10.747222,1,.5714286,6,27,-3.5601962,276.46155,.25,.71426612,2.3923416,.035714287,.071428575,.055555556,.45238093,.25
166,1,10.747222,1,.5,6,27,-3.5601962,199.29411,0,0,-15.837105,,,,,
166,2,10.747222,1,.5,6,27,-3.5601962,251,0,0,-11.764709,,,,,
167,0,8.7361107,2,.35714287,4,12,-15.205832,175,0,0,-15.789474,.035714287,.14285715,.05555556,-.28571427,-.049535573
167,1,8.7361107,2,,,12,-15.205832,,,,,,,,,
167,2,8.7361107,2,,,12,-15.205832,,,,,,,,,
168,0,9.0027781,1,.5,6,1,,185,0,0,-1.4354019,0,.035714287,.11111111,.14285713,-.047368422
168,1,9.0027781,1,,,1,,,,,,,,,,
168,2,9.0027781,1,,,1,,,,,,,,,,
169,0,9.5055552,2,.42857143,5,,,244,.30000001,.42857143,18.181816,.035714287,.10714286,0,.44047621,0
169,1,9.5055552,2,,,,,,,,,,,,,
169,2,9.5055552,2,,,,,,,,,,,,,
170,0,8.9250002,1,.5,6,29,-10.080519,261,.083333336,.33329782,0,.035714287,0,.11111112,.22619045,0
170,1,8.9250002,1,.5,6,29,-10.080519,,-.083333336,-.33329782,-5.8823547,,,,,
170,2,8.9250002,1,.5,6,29,-10.080519,264.22223,0,0,-4.072403,,,,,
171,0,8.041667,1,.5,5,7,-12.35764,,-.083333336,-.33329782,9.0909119,0,0,0,.083333313,0
171,1,8.041667,1,,,7,-12.35764,,,,,,,,,
171,2,8.041667,1,.5,7,7,-12.35764,275.78946,.083333336,.33329782,7.6923065,,,,,
172,0,7.8027778,2,.42857143,6,23,-16.142048,,-.083333336,-.33329782,0,0,0,.055555556,.16666669,0
172,1,7.8027778,2,.5714286,6,23,-16.142048,295,0,0,,,,,,
172,2,7.8027778,2,.5,7,23,-16.142048,98.888885,-.090909094,-.37139413,1.8099518,,,,,
173,0,10.65,2,.5,6,,,223,-.16666666,-.5,-15.789474,.071428575,.071428575,.02777778,-.011904716,-.052631587
173,1,10.65,2,,,,,95.5,.083333336,.33329782,3.6199036,,,,,
173,2,10.65,2,.5,8,,,,0,0,7.6923065,,,,,
